_id,INC NUMBER,OCCURRED ON,OCCURRED TO,UCR CRIME CATEGORY,100 BLOCK ADDR,ZIP,PREMISE TYPE,GRID,Latitude,Longitude
465244,202300000058270,01/01/2023  00:00,01/12/2023  11:00,BURGLARY,110XX N 41ST AVE,85029,SINGLE FAMILY HOUSE,CJ19,33.44999177380952,-112.14753570238095
465245,202300000014949,01/01/2023  00:00,01/03/2023  23:20,MOTOR VEHICLE THEFT,44XX W ENCANTO BLVD,85035,PARK / PLAYGROUND,BD18,33.47302367567568,-112.0749629054054
465246,202300001482530,01/01/2023  00:00,nan,DRUG OFFENSE,48XX E ROOSEVELT ST,85008,SCHOOL-ELEMENTARY/SECONDARY,BB39,33.45878041858891,-112.07319065156577
465247,202300001513444,01/01/2023  00:01,10/05/2023  12:00,LARCENY-THEFT,9XX W JACKSON ST,85007,UNKNOWN,BA26,33.44492049560507,-112.07400452511034
465248,202300001024846,01/01/2023  00:01,07/05/2023  12:00,LARCENY-THEFT,88XX N 19TH AVE,85021,OTHER,CG24,33.448996625,-112.1001906875
465249,202300000945431,01/01/2023  00:01,06/21/2023  11:00,LARCENY-THEFT,21XX S 7TH AVE,85007,FENCED COMMERCIAL YARD,AH26,33.44793222448979,-112.08243636734693
465250,202300000994952,01/01/2023  00:01,06/28/2023  23:59,LARCENY-THEFT,12XX S 9TH ST,85034,FENCED COMMERCIAL YARD,AI29,33.44806704166666,-112.06217952083334
465251,202300000880030,01/01/2023  00:01,06/09/2023  15:00,LARCENY-THEFT,41XX N 44TH ST,85018,OTHER,BH38,33.450741097901606,-111.98722541317788
465252,202300000858241,01/01/2023  00:01,06/05/2023  21:00,LARCENY-THEFT,33XX W SUNLAND AVE,85041,FENCED RESIDENTIAL YARD,AD21,33.39572841935484,-112.07365503225807
465253,202300000918270,01/01/2023  00:01,06/16/2023  11:32,LARCENY-THEFT,34XX W GLENDALE AVE,85051,APARTMENT,CD21,33.53840966666667,-112.07585933333334
465254,202380000039,01/01/2023  00:01,01/01/2023  00:02,LARCENY-THEFT,39XX N 3RD AVE,85013,APARTMENT,BG27,33.44867508163265,-112.0775711632653
465255,202300000506199,01/01/2023  00:01,04/02/2023  00:00,BURGLARY,29XX S 72ND LN,85043,SINGLE FAMILY HOUSE,AG11,33.4280539,-112.2162642
465256,202300001805336,01/01/2023  00:01,11/30/2023  13:00,LARCENY-THEFT,74XX S 37TH DR,85041,SINGLE FAMILY HOUSE,AB20,33.3828686,-112.1385139
465257,202300000001400,01/01/2023  00:01,01/01/2023  05:56,AGGRAVATED ASSAULT,25XX E GREENWAY RD,85032,STREET / ROADWAY / SIDEWALK,DF33,33.6262414,-112.02131
465258,202300000012983,01/01/2023  00:05,01/01/2023  00:10,AGGRAVATED ASSAULT,23XX E OAK ST,85006,APARTMENT,BE32,35.8233219,-93.7688377
465259,202300000000064,01/01/2023  00:05,nan,AGGRAVATED ASSAULT,32XX N 53RD LN,85031,VEHICLE,BF16,33.5026301,-112.1742043
465260,202300000023642,01/01/2023  00:15,01/01/2023  00:30,AGGRAVATED ASSAULT,23XX E OAK ST,85006,SINGLE FAMILY HOUSE,BE32,35.8233219,-93.7688377
465261,202300000000325,01/01/2023  00:26,01/01/2023  00:27,AGGRAVATED ASSAULT,61XX N 7TH ST,85012,APARTMENT,CB28,33.448667725163105,-112.0650264572141
465262,202300000000977,01/01/2023  00:30,01/01/2023  01:00,ROBBERY,42XX N 16TH ST,85014,STREET / ROADWAY / SIDEWALK,BH30,33.44881617591199,-112.04784692641384
465263,202300000002544,01/01/2023  01:00,nan,MOTOR VEHICLE THEFT,24XX W MANDALAY LN,85023,STREET / ROADWAY / SIDEWALK,DE23,33.6188498,-112.1132224
465264,202300000001735,01/01/2023  01:00,01/01/2023  06:00,MOTOR VEHICLE THEFT,29XX N 48TH DR,85031,STREET / ROADWAY / SIDEWALK,BF17,33.5009871,-112.1636915
465265,202300000000560,01/01/2023  01:10,nan,AGGRAVATED ASSAULT,102XX N 26TH DR,85051,HOTEL / MOTEL,CI23,33.54222,-112.1154771
465266,202300000000932,01/01/2023  01:29,nan,ARSON,26XX W WOLF ST,85017,CONDO / TOWNHOUSE,BI23B,33.5072806,-112.1148532
465267,202300000006409,01/01/2023  01:45,01/01/2023  08:30,BURGLARY,35XX W SOUTHERN AVE,85041,SPECIALTY STORE,AC20,33.39216355267839,-112.07362979818019
465268,202380000022,01/01/2023  02:00,01/01/2023  21:00,LARCENY-THEFT,30XX E WELDON AVE,85016,DRIVEWAY,BG34,33.49075144815158,-112.07305632804047
465269,202300000000745,01/01/2023  02:04,nan,LARCENY-THEFT,26XX W CAMELBACK RD,85017,CONVENIENCE MARKET / STORE,BJ23B,33.50937109090909,-112.07409781818181
465270,202300000000757,01/01/2023  02:07,nan,AGGRAVATED ASSAULT,N 87TH AVE & W INDIAN SCHOOL RD,85037,STREET / ROADWAY / SIDEWALK,BG07,,
465271,202380000058,01/01/2023  02:15,01/01/2023  02:20,LARCENY-THEFT,2XX E JEFFERSON ST,85004,STREET / ROADWAY / ALLEY / SIDEWALK,BA28,33.4474776,-112.0727438
465272,202300000000829,01/01/2023  02:22,01/01/2023  02:25,MURDER AND NON-NEGLIGENT MANSLAUGHTER,18XX E JEFFERSON ST,85034,STREET / ROADWAY / SIDEWALK,BA31,33.44723705380555,-112.07347880899404
465273,202300000000865,01/01/2023  02:33,nan,AGGRAVATED ASSAULT,19XX N BLACK CANYON AC,85009,BAR / LOUNG / NIGHT CLUB,BD23B,,
465274,202300000000863,01/01/2023  02:35,01/01/2023  02:35,AGGRAVATED ASSAULT,27XX W THOMAS RD,85017,OTHER,BF22,33.4801703877551,-112.07417530612244
465275,202380000041,01/01/2023  03:00,01/01/2023  05:00,LARCENY-THEFT,19XX W BETHANY HOME RD,85015,STREET / ROADWAY / ALLEY / SIDEWALK,CB24,33.52371572727273,-112.07402218181818
465276,202300000004057,01/01/2023  03:00,01/01/2023  14:00,BURGLARY,36XX W ROOSEVELT ST,85009,SINGLE FAMILY HOUSE,BC20B,33.4587248947342,-112.0741376149871
465277,202300000020744,01/01/2023  03:00,01/05/2023  06:00,ARSON,41XX E FRIESS DR,85032,nan,DD37,33.6130901,-112.0225369
465278,202380000004,01/01/2023  03:06,01/01/2023  03:08,LARCENY-THEFT,50XX E YALE ST,85008,GARAGE / CARPORT,BE39,33.4757966,-112.0217045
465279,202300000001030,01/01/2023  03:25,nan,AGGRAVATED ASSAULT,N 59TH AVE & W THOMAS RD,85035,STREET / ROADWAY / SIDEWALK,BE14,33.4803941,-112.185223
465280,202300000001210,01/01/2023  03:30,nan,ROBBERY,88XX N BLACK CANYON AC,85051,PARKING LOT,CG22,,
465281,202300000001097,01/01/2023  03:40,nan,AGGRAVATED ASSAULT,E GARFIELD ST & N 12TH ST,85006,STREET / ROADWAY / SIDEWALK,BB30,,
465282,202300000001171,01/01/2023  03:45,nan,LARCENY-THEFT,138XX N 35TH AVE,85053,CONVENIENCE MARKET / STORE,DD20,33.45000649494949,-112.13461742424242
465283,202300000001153,01/01/2023  04:15,nan,AGGRAVATED ASSAULT,35XX E BELL RD,85032,APARTMENT,DG35,33.640179881355934,-112.07360255932203
465284,202300000026461,01/01/2023  04:20,nan,BURGLARY,55XX N 16TH ST,85016,SCHOOL-ELEMENTARY/SECONDARY,CA31B,33.44893400309224,-112.04764961209457
465285,202300000016876,01/01/2023  05:00,01/03/2023  21:00,LARCENY-THEFT,57XX W ROANOKE AVE,85035,FENCED RESIDENTIAL YARD,BE15,33.478765,-112.181351
465286,202300000001345,01/01/2023  05:00,01/01/2023  05:22,MOTOR VEHICLE THEFT,47XX E BROADWAY RD,85040,CONDO / TOWNHOUSE,AF38B,33.4066386969697,-112.07273871717172
465287,202300000003125,01/01/2023  05:06,01/01/2023  05:08,BURGLARY,154XX N 19TH AVE,85023,SPECIALTY STORE,DF24,33.44977151020408,-112.10018504081633
465288,202300000001286,01/01/2023  05:07,nan,AGGRAVATED ASSAULT,N CENTRAL AVE & W MCKINLEY ST,85004,STREET / ROADWAY / SIDEWALK,BB28,,
465289,202300000001358,01/01/2023  05:34,nan,AGGRAVATED ASSAULT,20XX W VILLA RITA DR,85023,SINGLE FAMILY HOUSE,DI24,33.6502254293444,-112.07456427387648
465290,202300000002710,01/01/2023  05:50,01/01/2023  06:10,LARCENY-THEFT,2XX S 12TH AVE,85007,SHELTER-MISSION/HOMELESS,BA26,33.448046254636246,-112.088028
465291,202380000011,01/01/2023  06:00,01/01/2023  18:30,LARCENY-THEFT,6XX E VAN BUREN ST,85004,OTHER,BB28,33.451483333333336,-112.073625375
465292,202380000029,01/01/2023  06:00,01/02/2023  10:00,LARCENY-THEFT,108XX N 32ND ST,85028,APARTMENT,CJ35B,33.5870154,-112.0133182
465293,202300000001467,01/01/2023  06:00,01/01/2023  06:00,LARCENY-THEFT,61XX N 35TH AVE,85017,DEPARTMENT / DISCOUNT STORE,CB21,33.44884151020408,-112.13441418367347
465294,202300000001543,01/01/2023  06:50,nan,AGGRAVATED ASSAULT,68XX S 32ND ST,85042,APARTMENT,AB34,33.44772331632653,-112.013001
465295,202300000004384,01/01/2023  07:00,01/01/2023  18:40,LARCENY-THEFT,14XX S 27TH AVE,85009,FENCED COMMERCIAL YARD,AI23,33.447979499999995,-112.117615125
465296,202300000005062,01/01/2023  07:30,01/01/2023  22:00,BURGLARY,7XX N 27TH AVE,85009,SINGLE FAMILY HOUSE,BB22,33.44835148979592,-112.117418
465297,202300000012118,01/01/2023  07:46,01/01/2023  07:58,LARCENY-THEFT,208XX N 19TH AVE,85027,SINGLE FAMILY HOUSE,EB25,33.45043679591837,-112.10017610204082
465298,202300000004571,01/01/2023  08:00,01/01/2023  20:00,LARCENY-THEFT,20XX W UNION HILLS DR,85023,VEHICLE,DI24,33.65481325510204,-112.07446461224491
465299,202300000655781,01/01/2023  08:00,nan,RAPE,22XX E CLAIRE DR,85022,UNKNOWN,DE32,33.6203634,-112.0350653
465300,202300000016270,01/01/2023  08:00,01/04/2023  08:00,BURGLARY,41XX W GLENDALE AVE,85019,APARTMENT,CC19,33.53840959375,-112.07587996875
465301,202380000132,01/01/2023  08:00,nan,LARCENY-THEFT,184XX N 25TH AVE,85023,OFFICE / COMMERCIAL BUILDING,DI23A,33.44993171428571,-112.11325928571429
465302,202380000182,01/01/2023  08:00,01/01/2023  08:00,LARCENY-THEFT,184XX N 25TH AVE,85023,OFFICE / COMMERCIAL BUILDING,DI23A,33.44993171428571,-112.11325928571429
465303,202300000004882,01/01/2023  08:14,nan,MOTOR VEHICLE THEFT,32XX W GLENDALE AVE,85051,CONDO / TOWNHOUSE,CD21,33.5384096875,-112.0758534375
465304,202380000067,01/01/2023  08:16,01/01/2023  08:17,LARCENY-THEFT,44XX W MAGDALENA LN,85339,SINGLE FAMILY HOUSE,IB18,33.3706992,-112.1668638
465305,202300000006081,01/01/2023  08:30,nan,LARCENY-THEFT,17XX W VAN BUREN ST,85007,CONVENIENCE MARKET / STORE,BB25,33.45131840404041,-112.07404188888889
465306,202300000002179,01/01/2023  08:58,nan,ARSON,2XX W CLARENDON AVE,85013,nan,BG27,33.492469,-112.073937
465307,202300000003710,01/01/2023  09:00,01/01/2023  16:00,LARCENY-THEFT,44XX N 28TH AVE,85017,SINGLE FAMILY HOUSE,BH22,33.448733125000004,-112.1197344375
465308,202300000001967,01/01/2023  09:48,nan,AGGRAVATED ASSAULT,12XX N 40TH ST,85008,APARTMENT,BC37,33.44860919261712,-111.99547958194063
465309,202300000013123,01/01/2023  10:00,01/03/2023  16:05,LARCENY-THEFT,37XX E MONTEROSA ST,85018,VEHICLE,BH36,33.4960156,-112.0068605
465310,202300000021588,01/01/2023  10:00,01/01/2023  13:00,LARCENY-THEFT,4XX E SUNLAND AVE,85040,APARTMENT,AD28,33.39593386318279,-112.07318292185305
465311,202300000093006,01/01/2023  10:00,01/18/2023  14:00,BURGLARY,6XX W UNION HILLS DR,85023,RENTAL STORAGE / FACILITY,DI27,33.6548146122449,-112.07435446938776
465312,202300000517660,01/01/2023  10:00,04/05/2023  18:00,BURGLARY,178XX N 25TH AVE,85023,RENTAL STORAGE / FACILITY,DI23A,33.44988359183673,-112.1132598367347
465313,202300000010880,01/01/2023  10:00,01/01/2023  15:00,LARCENY-THEFT,36XX N 36TH ST,85018,APARTMENT,BG36,33.5171966,-112.0041401
465314,202300000002048,01/01/2023  10:07,01/01/2023  10:07,DRUG OFFENSE,67XX W MCDOWELL RD,85035,FAST FOOD STORE,BD12,33.465655737950264,-112.07513353055526
465315,202380000148,01/01/2023  10:10,01/01/2023  22:10,LARCENY-THEFT,12XX W ROOSEVELT ST,85007,APARTMENT,BC26B,33.45873626315712,-112.07401435734916
465316,202300000002120,01/01/2023  10:16,01/01/2023  10:46,LARCENY-THEFT,126XX N PARADISE VILLAGE PKWY W,85032,DEPARTMENT / DISCOUNT STORE,DB37,33.6046328,-111.9864749
465317,202380000043,01/01/2023  10:30,01/02/2023  14:00,LARCENY-THEFT,40XX W TURNEY AVE,85019,OFFICE / COMMERCIAL BUILDING,BH19,33.50030158333333,-112.0742113125
465318,202300000002155,01/01/2023  10:41,nan,BURGLARY,18XX W GREENWAY RD,85023,SPECIALTY STORE,DE25,33.6253101,-112.1112117
465319,202300000002216,01/01/2023  10:54,nan,LARCENY-THEFT,44XX N 90TH DR,85037,SINGLE FAMILY HOUSE,BH07,33.4709821,-112.2536338
465320,202300000003899,01/01/2023  11:00,01/01/2023  17:32,MOTOR VEHICLE THEFT,56XX W MCDOWELL RD,85043,APARTMENT,BC15A,33.465821176472915,-112.07493307950365
465321,202300000003048,01/01/2023  11:00,nan,AGGRAVATED ASSAULT,132XX S 48TH ST,85044,APARTMENT,IH39,33.42694655736089,-111.97754654285313
465322,202300000002353,01/01/2023  11:35,01/01/2023  11:35,AGGRAVATED ASSAULT,46XX S 16TH ST,85040,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE,AE31,33.447806291666666,-112.047843625
465323,202300001012901,01/01/2023  12:00,07/03/2023  13:28,BURGLARY,32XX S 39TH AVE,85009,STOREROOM/SHED (COMMERCIAL),AG20,33.44709911639732,-112.14324514335662
465324,202300000013528,01/01/2023  12:00,01/03/2023  16:50,BURGLARY,15XX W TAMARISK AVE,85041,SINGLE FAMILY HOUSE,AE25,33.403908929292925,-112.07495033333333
465325,202300000006177,01/01/2023  12:00,01/02/2023  07:00,LARCENY-THEFT,42XX N 68TH AVE,85033,STREET / ROADWAY / SIDEWALK,BH12,33.4875119,-112.2055756
465326,202300000225146,01/01/2023  12:00,02/01/2023  12:00,LARCENY-THEFT,62XX E HELM DR,85254,SINGLE FAMILY HOUSE,DE42,33.6206746,-111.9455244
465327,202400000108526,01/01/2023  12:00,01/01/2023  12:00,RAPE,134XX N 21ST PL,85022,APARTMENT,DC32B,33.6315663,-112.0364568
465328,202300000157209,01/01/2023  12:00,01/31/2023  16:14,BURGLARY,18XX E CYPRESS ST,85006,SINGLE FAMILY HOUSE,BD31,33.472106,-112.0498685
465329,202300000005814,01/01/2023  12:00,01/02/2023  03:30,MOTOR VEHICLE THEFT,134XX N 43RD AVE,85029,APARTMENT,DC19,33.450174,-112.151866
465330,202300000003299,01/01/2023  12:00,01/01/2023  15:00,MOTOR VEHICLE THEFT,84XX W HEATHERBRAE DR,85037,DRIVEWAY,BH08,33.4972739,-112.244119
465331,202300000002510,01/01/2023  12:00,nan,LARCENY-THEFT,50XX W UNION HILLS DR,85308,DRUG STORE,DI17,33.654810346938774,-112.07470063265306
465332,202300000341959,01/01/2023  12:00,03/01/2023  12:00,BURGLARY,27XX E CAMELBACK RD,85016,STOREROOM/SHED (RESIDENTIAL),BI33,33.5091965,-112.07311545833333
465333,202300000007733,01/01/2023  12:03,01/01/2023  12:03,LARCENY-THEFT,57XX N 19TH AVE,85015,RETAIL BUSINESS,CA25,33.44871928571428,-112.09999271428572
465334,202300000002555,01/01/2023  12:20,01/01/2023  12:29,LARCENY-THEFT,43XX N 43RD AVE,85031,FENCED COMMERCIAL YARD,BH18,33.44854164949293,-112.15164694628827
465335,202300000003485,01/01/2023  12:30,01/01/2023  15:55,MOTOR VEHICLE THEFT,17XX W MISSOURI AVE,85015,APARTMENT,BJ25,33.51648336256889,-112.07494977823791
465336,202300000004631,01/01/2023  13:00,01/01/2023  18:30,LARCENY-THEFT,15XX E CAMPBELL AVE,85014,PARKING GARAGE,BI30,33.5019774,-112.0562155
465337,202300000170534,01/01/2023  13:00,01/01/2023  16:00,LARCENY-THEFT,23XX W PONDEROSA LN,85023,SINGLE FAMILY HOUSE,DF23,33.6266456,-112.1092304
465338,202300000003107,01/01/2023  13:00,01/01/2023  14:30,MOTOR VEHICLE THEFT,28XX E BELL RD,85032,BAR / LOUNG / NIGHT CLUB,DH34,33.640353527027024,-112.07209397297297
465339,202300000002695,01/01/2023  13:02,nan,AGGRAVATED ASSAULT,E HIGHLAND AVE & N 20TH ST,85016,EASEMENT,BI32,,
465340,202300000002747,01/01/2023  13:19,nan,AGGRAVATED ASSAULT,E MCDOWELL RD & N 44TH ST,85008,STREET / ROADWAY / SIDEWALK,BD37,,
465341,202300000004149,01/01/2023  13:30,01/01/2023  18:00,MOTOR VEHICLE THEFT,14XX E BELL RD,85022,APARTMENT,DH30,33.64035324324324,-112.07220275675675
465342,202300000053591,01/01/2023  14:00,01/02/2023  09:00,LARCENY-THEFT,4XX E INDIAN SCHOOL RD,85012,VEHICLE,BG28,33.49490985714286,-112.07361679591835
465343,202300000012276,01/01/2023  14:20,01/01/2023  19:20,LARCENY-THEFT,38XX E SKY HARBOR BLVD,85034,AIRPORT,AI36,33.4366271,-112.015932
465344,202300000021556,01/01/2023  14:30,01/03/2023  11:20,LARCENY-THEFT,83XX N 19TH AVE,85021,PARKING LOT,CF24,33.44894691836735,-112.09999351020407
465345,202300000003129,01/01/2023  14:41,nan,BURGLARY,49XX E THOMAS RD,85018,APARTMENT,BF39,33.48017233384403,-112.07299611184281
465346,202300000003206,01/01/2023  14:59,01/01/2023  14:59,AGGRAVATED ASSAULT,26XX W DAHLIA DR,85029,SINGLE FAMILY HOUSE,DB23,33.6034138,-112.0884683
465347,202300000163840,01/01/2023  15:00,nan,LARCENY-THEFT,71XX N 31ST DR,85051,SINGLE FAMILY HOUSE,CD21,33.5529675,-112.1270873
465348,202300000003908,01/01/2023  15:00,01/01/2023  17:00,LARCENY-THEFT,27XX E CAMELBACK RD,85016,APARTMENT,BI33,33.5091965,-112.07311545833333
465349,202300001381852,01/01/2023  15:04,09/06/2023  18:33,LARCENY-THEFT,50XX W MOHAVE ST,85043,WAREHOUSE / FACTORY,AI17,33.431238160463984,-112.0744251924076
465350,202300000003245,01/01/2023  15:05,nan,LARCENY-THEFT,22XX W BROADWAY RD,85041,FENCED COMMERCIAL YARD,AE24,33.4066644,-112.1151321
465351,202300000008925,01/01/2023  16:00,01/02/2023  00:00,LARCENY-THEFT,144XX N 36TH ST,85032,SINGLE FAMILY HOUSE,DD36,33.6003779,-112.0045243
465352,202300000005185,01/01/2023  16:00,nan,LARCENY-THEFT,18XX E MEADOWBROOK AVE,85016,DRIVEWAY,BI31A,33.5034848,-112.0401453
465353,202300000006589,01/01/2023  16:00,01/02/2023  09:55,MOTOR VEHICLE THEFT,4XX N 43RD AVE,85009,APARTMENT,BB19,33.44774188545013,-112.151824
465354,202300000006594,01/01/2023  16:00,01/02/2023  09:45,MOTOR VEHICLE THEFT,N 5TH AVE & W FILLMORE ST,85003,STREET / ROADWAY / SIDEWALK,BB27,,
465355,202300000003603,01/01/2023  16:00,01/01/2023  16:15,MOTOR VEHICLE THEFT,40XX N 35TH AVE,85019,GAS / SERVICE STATION,BG20,33.44849922916667,-112.13460793750001
465356,202380000042,01/01/2023  16:00,01/02/2023  11:50,LARCENY-THEFT,37XX W MALAPAI DR,85051,DRIVEWAY,CI20A,33.5753101,-112.1339887
465357,202300000003680,01/01/2023  16:00,01/01/2023  16:40,LARCENY-THEFT,18XX W GREENWAY RD,85023,FAST FOOD STORE,DE25,33.6253101,-112.1112117
465358,202300000003520,01/01/2023  16:04,nan,LARCENY-THEFT,13XX E MULBERRY ST,85014,SINGLE FAMILY HOUSE,BF30,33.4863963,-112.049955
465359,202300000006283,01/01/2023  16:15,nan,LARCENY-THEFT,18XX W GREENWAY RD,85023,VEHICLE,DE25,33.6253101,-112.1112117
465360,202300000003648,01/01/2023  16:35,01/01/2023  16:35,LARCENY-THEFT,37XX E THOMAS RD,85008,VEHICLE,BE36,33.480173050642925,-112.07315309080072
465361,202300000013455,01/01/2023  16:45,nan,BURGLARY,24XX E CHAMBERS ST,85040,WAREHOUSE / FACTORY,AD33,33.3974699,-112.0479145
465362,202300000003750,01/01/2023  16:57,01/01/2023  16:57,AGGRAVATED ASSAULT,116XX N 31ST AVE,85029,SINGLE FAMILY HOUSE,DA21,33.44983210317504,-112.12614054238581
465363,202300000022260,01/01/2023  17:00,01/05/2023  11:00,LARCENY-THEFT,38XX W LAMAR RD,85019,SINGLE FAMILY HOUSE,CC20,33.53567667664415,-112.07463883985527
465364,202300000006546,01/01/2023  17:00,01/02/2023  09:00,LARCENY-THEFT,42XX N 68TH AVE,85033,VEHICLE,BH12,33.4875119,-112.2055756
465365,202300000008061,01/01/2023  17:00,nan,AGGRAVATED ASSAULT,94XX N CAVE CREEK RD,85020,CONVENIENCE MARKET / STORE,CH29,33.5700212,-112.062384
465366,202300000003756,01/01/2023  17:03,01/01/2023  17:03,LARCENY-THEFT,74XX W VIRGINIA AVE,85035,DEPARTMENT / DISCOUNT STORE,BE11,33.47674185170719,-112.07760104114898
465367,202300000003811,01/01/2023  17:19,01/01/2023  17:19,LARCENY-THEFT,37XX E THOMAS RD,85008,DEPARTMENT / DISCOUNT STORE,BE36,33.480173050642925,-112.07315309080072
465368,202300000004009,01/01/2023  17:30,01/01/2023  17:35,LARCENY-THEFT,35XX N 43RD AVE,85019,CONVENIENCE MARKET / STORE,BG19,33.448381337284836,-112.15164267762
465369,202300000005588,01/01/2023  17:30,01/02/2023  01:20,MOTOR VEHICLE THEFT,2XX W ROOSEVELT ST,85003,RESTAURANT,BC27B,33.458741,-112.073963
465370,202300000003943,01/01/2023  17:43,nan,LARCENY-THEFT,106XX N 19TH AVE,85029,DEPARTMENT / DISCOUNT STORE,CJ25,33.6105231,-112.099659
465371,202300000003976,01/01/2023  17:52,nan,LARCENY-THEFT,44XX E PARADISE VILLAGE PKWY S,85032,PARK / PLAYGROUND,DA38,,
465372,202300000004014,01/01/2023  17:55,nan,AGGRAVATED ASSAULT,216XX N 35TH AVE,85308,SPECIALTY STORE,EC20,33.45063561616161,-112.13461624242424
465373,202300000004046,01/01/2023  18:00,01/01/2023  18:09,AGGRAVATED ASSAULT,53XX W GRANADA RD,85035,SINGLE FAMILY HOUSE,BD16,33.4686406,-112.165564
465374,202300000006736,01/01/2023  18:00,01/02/2023  10:00,BURGLARY,44XX N 46TH PL,85018,SINGLE FAMILY HOUSE,BI38,33.5207034,-111.9793207
465375,202300000006925,01/01/2023  18:00,01/02/2023  09:30,MOTOR VEHICLE THEFT,42XX E CACTUS RD,85032,APARTMENT,DB37,33.5971556,-112.004602
465376,202300000007320,01/01/2023  18:00,01/02/2023  13:00,MOTOR VEHICLE THEFT,17XX W MINTON ST,85041,SINGLE FAMILY HOUSE,AB25,33.3807297,-112.1162766
465377,202300000010890,01/01/2023  18:00,01/02/2023  07:45,LARCENY-THEFT,15XX W THUNDERBIRD RD,85023,PARKING LOT,DD25,33.60750546831195,-112.07483395735406
465378,202300000008653,01/01/2023  18:30,01/02/2023  09:00,LARCENY-THEFT,32XX N ALGODON WAY,85037,APARTMENT,BF06,33.4813484,-112.2592853
465379,202300000004199,01/01/2023  18:30,nan,AGGRAVATED ASSAULT,25XX W OCOTILLO RD,85017,APARTMENT,CC23B,33.248466,-111.56393894970229
465380,202300000004145,01/01/2023  18:35,01/01/2023  18:35,AGGRAVATED ASSAULT,S 51ST AVE & W BASELINE RD,85339,STREET / ROADWAY / SIDEWALK,AB16,,
465381,202300000004243,01/01/2023  18:45,nan,LARCENY-THEFT,57XX N 19TH AVE,85015,RETAIL BUSINESS,CA25,33.44871928571428,-112.09999271428572
465382,202300000004239,01/01/2023  18:48,nan,LARCENY-THEFT,50XX W UNION HILLS DR,85308,DRUG STORE,DI17,33.654810346938774,-112.07470063265306
465383,202300000004382,01/01/2023  18:55,nan,LARCENY-THEFT,40XX E CHANDLER BLVD,85048,GROCERY / SUPER MARKET,JC37,33.30625179166667,-111.840842125
465384,202300000004238,01/01/2023  18:57,nan,LARCENY-THEFT,45XX N 29TH DR,85017,SINGLE FAMILY HOUSE,BI22,33.5026078,-112.1222149
465385,202300000008950,01/01/2023  19:00,01/01/2023  20:00,LARCENY-THEFT,38XX W POLK ST,85009,SINGLE FAMILY HOUSE,BB20,33.4532232,-112.1391831
465386,202300000004269,01/01/2023  19:00,01/01/2023  19:03,DRUG OFFENSE,17XX W GLENDALE AVE,85015,APARTMENT,CC25,33.53840984375,-112.07580921875001
465387,202300000006564,01/01/2023  19:00,01/02/2023  09:00,LARCENY-THEFT,21XX W INDIAN SCHOOL RD,85015,PARKING LOT,BH24,33.494749020408165,-112.07409546938776
465388,202300000007538,01/01/2023  19:00,01/02/2023  13:00,MOTOR VEHICLE THEFT,182XX N 25TH AVE,85023,APARTMENT,DI23A,33.449915673469384,-112.11325946938776
465389,202300000004424,01/01/2023  19:27,nan,AGGRAVATED ASSAULT,40XX W ROVEY AVE,85019,SINGLE FAMILY HOUSE,CB19,33.524762,-112.142921
465390,202300000007195,01/01/2023  20:00,01/02/2023  11:30,MOTOR VEHICLE THEFT,3XX E ROOSEVELT ST,85004,APARTMENT,BC28B,33.458597677364565,-112.07363310687212
465391,202300000006822,01/01/2023  20:00,01/02/2023  10:30,BURGLARY,36XX W CAMELBACK RD,85019,SPECIALTY STORE,BI20,33.50937154545454,-112.0741844090909
465392,202300000006833,01/01/2023  20:00,nan,MOTOR VEHICLE THEFT,74XX W SOUTHGATE AVE,85043,SINGLE FAMILY HOUSE,AF11,33.409840467916204,-112.07497794795847
465393,202300000004581,01/01/2023  20:12,nan,LARCENY-THEFT,18XX W SOUTHERN AVE,85041,DRUG STORE,AD25,33.39233032653061,-112.07411557142856
465394,202380000024,01/01/2023  21:00,01/02/2023  07:00,LARCENY-THEFT,15XX W THUNDERBIRD RD,85023,APARTMENT,DD25,33.60750546831195,-112.07483395735406
465395,202300000007170,01/01/2023  21:00,01/02/2023  12:00,MOTOR VEHICLE THEFT,18XX E CHEERY LYNN RD,85016,STREET / ROADWAY / SIDEWALK,BF31B,33.4845078,-112.0375653
465396,202300000023282,01/01/2023  21:00,01/01/2023  22:00,AGGRAVATED ASSAULT,29XX W DONNER DR,85041,GROUP HOME,AB22,33.3783692,-112.1225831
465397,202300000004796,01/01/2023  21:01,nan,LARCENY-THEFT,51XX N 39TH AVE,85019,UNKNOWN,BJ20,33.44876919492959,-112.14302102454491
465398,202380000030,01/01/2023  21:05,01/02/2023  00:05,LARCENY-THEFT,113XX W COLLEGE DR,85037,DRIVEWAY,BI01,32.6120028,-110.77401
465399,202380000015,01/01/2023  21:28,01/01/2023  21:30,LARCENY-THEFT,20XX N 8TH ST,85006,SINGLE FAMILY HOUSE,BD29,33.4730049,-112.063986
465400,202300000004901,01/01/2023  21:33,01/01/2023  21:33,DRUG OFFENSE,81XX N BLACK CANYON AC,85051,VEHICLE,CF23B,,
465401,202300000005006,01/01/2023  21:45,01/01/2023  21:55,LARCENY-THEFT,32XX E BELL RD,85032,GROCERY / SUPER MARKET,DH35,33.64035360810811,-112.07206289189189
